id,short_desc,severity,failure_impact_type,action_urgency_type
106421,[Memory View] Initial column size preference should be stored by debug target,enhancement,non-critical feature request,can wait (low urgency)
21220,Navigation between projects is not possible,blocker,system failure / crash,immediate action required
290453,[Help] Links in About Eclipse SDK don't work on SLES 11,normal,user-facing bug,needs attention soon
187372,Inlined rename refactoring should use HOME/END keys better,enhancement,non-critical feature request,can wait (low urgency)
7495,DCR - Need to know input elements of a hierarchy,normal,non-critical feature request,can wait (low urgency)
7594,"Menu entry ""Replace with Previous"" shouldn't have a ""...""",normal,user-facing bug,needs attention soon
35339,@inheritedoc no consistently rendered,minor,user-facing bug,needs attention soon
60323,Debug call to join build blocking forever,major,user-facing bug,needs attention soon
243147,[breadcrumb] Should not show Java projects as simple projects,normal,user-facing bug,needs attention soon
75400,[1.5] Wrong type mismatch error reported,normal,user-facing bug,needs attention soon
154454,Support camelcase navigation on PDE forms,enhancement,non-critical feature request,can wait (low urgency)
25705,[2.0.3 Candidate] multiple builds possible during project set import,normal,user-facing bug,needs attention soon
86787,Add list of ignored directories,enhancement,non-critical feature request,can wait (low urgency)
162001,The Chinese locales problem.,critical,system failure / crash,immediate action required
51806,"Tables (or rows, or cells) flicker when updating",normal,user-facing bug,needs attention soon
45670,[CVS Sync View] Sync view does not update with later changes on a second sync,normal,user-facing bug,needs attention soon
145007,"[1.5][javadoc] Generics + Inner Class -> Javadoc ""missing @throws"" warning",minor,user-facing bug,needs attention soon
71213,"NPE in ""Add unimplemented methods"" quick fix [quick fix] [code manipulation]",minor,system failure / crash,immediate action required
52181,Red X remains on package declaration,normal,user-facing bug,needs attention soon
60596,[EditorMgmt] editor chevron barely visible in dark editor bar,normal,user-facing bug,needs attention soon
42147,Java Model Exception,normal,user-facing bug,needs attention soon
146722,search/files/replace on selections halts for a long time,normal,user-facing bug,needs attention soon
106670,[extract constant] Extract constant doesn't remove original expression occurrence.,minor,user-facing bug,needs attention soon
54832,Refactoring: Undo should manage and display non-fatal problems,normal,user-facing bug,needs attention soon
21077,[Help] F1 does not work for all pages in the preferences dialog.,normal,user-facing bug,needs attention soon
76761,[model] ImportContainer.hasChildren() should not return true,normal,user-facing bug,needs attention soon
184419,Button.setSelected(boolean value) doesn't  honour ButtonGroup,critical,system failure / crash,immediate action required
283193,some Table/Tree API work incorrectly when scrolled,normal,user-facing bug,needs attention soon
279250,[pull up] 'pull up' to interface generates unused imports in the interface,normal,user-facing bug,needs attention soon
21245,different disabled toolbar icons on GTK,normal,user-facing bug,needs attention soon
236847,Debug launching of non-buildable project in CDT 4 may fail,normal,user-facing bug,needs attention soon
216637,[p2] Provide p2 properties to PDE build during export/builds,normal,non-critical feature request,can wait (low urgency)
189765,"[Import/Export] TVT33:TCT388: pl: ""import from file system"" panel too wide",major,user-facing bug,needs attention soon
10872,swt exception in history view,normal,user-facing bug,needs attention soon
200698,[introduce factory] 'method already exists' test is to unprecice,normal,user-facing bug,needs attention soon
267991,Internal Error Widget is disposed closing about dialog,normal,system failure / crash,immediate action required
296965,project of selected resource not resolved properly,normal,user-facing bug,needs attention soon
72391,[Content Assist] Content assist keeps adding parentheses,minor,user-facing bug,needs attention soon
29163,SafeRunnable needs to be accessible in JFace,normal,user-facing bug,needs attention soon
36141,Misbehaving property page causes property dialog to fail to open,major,user-facing bug,needs attention soon
131740,ANT runtime properties not set per the ANT 'Runtime' Global properties list,normal,user-facing bug,needs attention soon
90105,[projection] Folding takes a long time to disable on StyledText.java,major,performance degradation,needs attention soon
112356,[syntax highlighting] Syntax highlight isn't applied to auto-unboxed expressions with a cast,normal,user-facing bug,needs attention soon
295825,[formatter] Commentaries are running away after formatting are used,minor,user-facing bug,needs attention soon
137384,[Presentations] ClassCastException in org.eclipse.ui.internal.PartStack line 1305,normal,system failure / crash,immediate action required
8816,Disappearing variables,normal,user-facing bug,needs attention soon
79412,CCE when selecting stack trace element,normal,user-facing bug,needs attention soon
231831,[api] Need customized wizard page rather than JarPackageWizardPage,enhancement,non-critical feature request,can wait (low urgency)
157170,[AST visitor] Unvisited elements,normal,user-facing bug,needs attention soon
108116,[RCP] IDE classes breaking plug-in boundaries for thier Dialog settings,normal,user-facing bug,needs attention soon
252388,Check box shows indeterminate state before checked state,normal,user-facing bug,needs attention soon
290235,[OLE] Problem with using OLE control and setting the max heap size,normal,user-facing bug,needs attention soon
55195,perspective/fastview bar is 1 pixel wide under GTK2.4,normal,user-facing bug,needs attention soon
229514,[WorkingSets] New Working Set wizard shouldn't allow OK if nothing in RHS,normal,non-critical feature request,can wait (low urgency)
218331,[key bindings][content assist] Ctrl (not Command) should toggle insert/overwrite,normal,user-facing bug,needs attention soon
161910,[nls tooling] Missing Hover-Warning when NLS link broken due to empty messages file,minor,user-facing bug,needs attention soon
232349,[pull up] final method in interface makes uncompilable code (multiple methods pulled),minor,user-facing bug,needs attention soon
144749,[Forms] TVT3.2:TCT811: HUN:MANCON - No space for second line,normal,user-facing bug,needs attention soon
326485,"Menu item ""Resource Configurations"" is missing for files excluded from build",normal,user-facing bug,needs attention soon
124874,[CommonNavigator] Open and Open With should have their own enablement logic,normal,user-facing bug,needs attention soon
10136,Selecting a symbol name should be the same as have the caret on it,normal,user-facing bug,needs attention soon
95449,[Browser] Reusing existing browser editor does not activate it,normal,user-facing bug,needs attention soon
153879,[Wizards] configurable size of cvs commit comment history,enhancement,non-critical feature request,can wait (low urgency)
139672,[refactoring] Rename package does not update inclusion/exclusion filters,normal,user-facing bug,needs attention soon
65640,Selection / Copy issue when extra dialog opened,normal,user-facing bug,needs attention soon
242237,Debug View tree overflows view but no (or limited) scroll bar,normal,user-facing bug,needs attention soon
11374,gp: Crash in swt-win32-2026.dll,critical,system failure / crash,immediate action required
